"inputName","outputName"
"Leptodactylon pungens","Linanthus pungens"
"Linanthus pygmaeus","Linanthus pygmaeus"
"Linanthus pygmaeus ssp. continentalis","Linanthus pygmaeus ssp. continentalis"
"Leptosiphon pygmaeus ssp. pygmaeus","Linanthus pygmaeus ssp. pygmaeus"
"Linanthus pygmaeus var. pygmaeus","Linanthus pygmaeus ssp. pygmaeus"
"Leptosiphon rattanii","Linanthus rattanii"
"Leptosiphon septentrionalis","Linanthus septentrionalis"
"Leptosiphon serrulatus","Linanthus serrulatus"
"Leptodactylon watsonii","Linanthus watsonii"
"Linaria aeruginea","Linaria aeruginea"
"Linaria angustissima","Linaria angustissima"
"Linaria bipartita","Linaria bipartita"
"Linaria dalmatica","Linaria dalmatica"
"Linaria dalmatica var. dalmatica","Linaria dalmatica ssp. dalmatica"
"Linaria genistifolia ssp. dalmatica","Linaria dalmatica ssp. dalmatica"
"Linaria dalmatica var. macedonica","Linaria dalmatica ssp. macedonica"
"Linaria macedonica","Linaria dalmatica ssp. macedonica"
"Linaria genistifolia","Linaria genistifolia"
"Linaria incarnata","Linaria incarnata"
"Linaria maroccana","Linaria maroccana"
"Linaria pinifolia","Linaria pinifolia"
"Linaria purpurea","Linaria purpurea"
"Linaria repens","Linaria repens"
"Linaria reticulata","Linaria reticulata"
"Linaria spartea","Linaria spartea"
"Linaria supina","Linaria supina"
"Linaria vulgaris","Linaria vulgaris"
"Linaria dalmatica x Linaria vulgaris","Linaria x hybrida"
"Linaria x sepium","Linaria x sepium"
"Lindera benzoin","Lindera benzoin"
"Lindera melissifolium","Lindera melissifolia"
"Lindera subcoriacea","Lindera subcoriacea"
"Lindernia antipoda","Lindernia antipoda"
"Lindernia crustacea","Lindernia crustacea"
"Lindernia dubia","Lindernia dubia"
"Lindernia anagallidea","Lindernia dubia var. anagallidea"
"Lindernia dubia var. dubia","Lindernia dubia var. dubia"
"Lindernia dubia var. inundata","Lindernia dubia var. inundata"
"Lindernia grandiflora","Lindernia grandiflora"
"Lindernia monticola","Lindernia monticola"
"Lindernia procumbens","Lindernia procumbens"
"Lindheimera texana","Lindheimera texana"
"Linnaea borealis","Linnaea borealis"
"Linnaea americana","Linnaea borealis ssp. americana"
"Linnaea borealis var. americana","Linnaea borealis ssp. americana"
"Linnaea borealis var. longiflora","Linnaea borealis ssp. longiflora"
"Linum alatum","Linum alatum"
"Linum allredii","Linum allredii"
"Linum arenicola","Linum arenicola"
"Mesynium aristatum","Linum aristatum"
"Linum australe","Linum australe"
"Linum australe var. australe","Linum australe var. australe"
"Linum australe var. glandulosum","Linum australe var. glandulosum"
"Linum berlandieri","Linum berlandieri"
"Linum rigidum var. berlandieri","Linum berlandieri var. berlandieri"
"Linum berlandieri var. filifolium","Linum berlandieri var. filifolium"
"Linum bienne","Linum bienne"
"Linum carteri var. carteri","Linum carteri"
"Linum catharticum","Linum catharticum"
"Linum rigidum var. compactum","Linum compactum"
"Linum elongatum","Linum elongatum"
"Linum floridanum","Linum floridanum"
"Linum floridanum var. chrysocarpum","Linum floridanum var. chrysocarpum"
"Linum floridanum var. floridanum","Linum floridanum var. floridanum"
"Linum grandiflorum","Linum grandiflorum"
"Cerastium clawsonii","Linum hudsonioides"
"Linum imbricatum","Linum imbricatum"
"Linum intercursum","Linum intercursum"
"Mesyniopsis kingii","Linum kingii"
"Linum lewisii","Linum lewisii"
"Linum lewisii var. alpicola","Linum lewisii var. alpicola"
"Linum lepagei","Linum lewisii var. lepagei"
"Linum lewisii ssp. lepagei","Linum lewisii var. lepagei"
"Linum lewisii ssp. lewisii","Linum lewisii var. lewisii"
"Linum perenne var. lewisii","Linum lewisii var. lewisii"
"Linum lundellii","Linum lundellii"
"Linum macrocarpum","Linum macrocarpum"
"Linum medium","Linum medium"
"Linum medium var. medium","Linum medium var. medium"
"Linum curtissii","Linum medium var. texanum"
"Linum medium ssp. texanum","Linum medium var. texanum"
"Linum neomexicanum","Linum neomexicanum"
"Linum perenne","Linum perenne"
"Linum pratense","Linum pratense"
"Linum puberulum","Linum puberulum"
"Linum rigidum","Linum rigidum"
"Linum rigidum var. rigidum","Linum rigidum var. rigidum"
"Linum rigidum var. simulans","Linum rigidum var. simulans"
"Linum rupestre","Linum rupestre"
"Linum schiedeanum","Linum schiedeanum"
"Linum carteri var. smallii","Linum smallii"
"Linum striatum","Linum striatum"
"Linum subteres","Linum subteres"
"Linum sulcatum","Linum sulcatum"
"Linum harperi","Linum sulcatum var. harperi"
"Linum sulcatum","Linum sulcatum var. sulcatum"
"Linum trigynum","Linum trigynum"
"Linum usitatissimum","Linum usitatissimum"
"Linum vernale","Linum vernale"
"Linum virginianum","Linum virginianum"
"Linum westii","Linum westii"
"Melanthera bryanii","Lipochaeta bryanii"
"Lipochaeta connata","Lipochaeta connata"
"Lipochaeta connata ssp. acris","Lipochaeta connata var. acris"
"Lipochaeta alata var. alata","Lipochaeta connata var. connata"
"Lipochaeta connata ssp. connata","Lipochaeta connata var. connata"
"Lipochaeta profusa var. profusa","Lipochaeta connata var. connata"
"Lipochaeta profusa var. robustior","Lipochaeta connata var. connata"
"Lipochaeta degeneri","Lipochaeta degeneri"
"Melanthera fauriei","Lipochaeta fauriei"
"Lipochaeta heterophylla","Lipochaeta heterophylla"
"Melanthera integrifolia","Lipochaeta integrifolia"
"Melanthera kamolensis","Lipochaeta kamolensis"
"Wollastonia kamolensis","Lipochaeta kamolensis"
"Melanthera lavarum","Lipochaeta lavarum"
"Lipochaeta lobata","Lipochaeta lobata"
"Lipochaeta lobata ssp. leptophylla","Lipochaeta lobata var. leptophylla"
"Lipochaeta lobata ssp. lobata","Lipochaeta lobata var. lobata"
"Melanthera micrantha","Lipochaeta micrantha"
"Wollastonia micrantha","Lipochaeta micrantha"
"Lipochaeta exigua","Lipochaeta micrantha var. exigua"
"Melanthera micrantha ssp. exigua","Lipochaeta micrantha var. exigua"
"Wollastonia micrantha ssp. exigua","Lipochaeta micrantha var. exigua"
"Melanthera micrantha ssp. micrantha","Lipochaeta micrantha var. micrantha"
"Wollastonia micrantha ssp. micrantha","Lipochaeta micrantha var. micrantha"
"Melanthera perdita","Lipochaeta perdita"
"Melanthera remyi","Lipochaeta remyi"
"Lipochaeta succulenta var. trifida","Lipochaeta rockii"
"Melanthera subcordata","Lipochaeta subcordata"
"Lipochaeta succulenta","Lipochaeta succulenta"
"Melanthera tenuifolia","Lipochaeta tenuifolia"
"Melanthera tenuis","Lipochaeta tenuis"
"Melanthera venosa","Lipochaeta venosa"
"Melanthera waimeaensis","Lipochaeta waimeaensis"
"Wollastonia waimeaensis","Lipochaeta waimeaensis"
"Lipochaeta x procumbens","Lipochaeta x procumbens"
"Lippia alba","Lippia alba"
"Lippia graveolens","Lippia graveolens"
"Liquidambar formosana","Liquidambar formosana"
"Liquidambar styraciflua","Liquidambar styraciflua"
"Liriodendron tulipifera","Liriodendron tulipifera"
"Litchi chinensis","Litchi chinensis"
"Notholithocarpus densiflorus","Lithocarpus densiflorus"
"Notholithocarpus densiflorus var. densiflorus","Lithocarpus densiflorus var. densiflorus"
"Notholithocarpus densiflorus var. echinoides","Lithocarpus densiflorus var. echinoides"
"Lithophragma affine","Lithophragma affine"
"Lithophragma bolanderi","Lithophragma bolanderi"
"Lithophragma campanulatum","Lithophragma campanulatum"
"Lithophragma cymbalaria","Lithophragma cymbalaria"
"Lithophragma glabrum","Lithophragma glabrum"
"Lithophragma heterophyllum","Lithophragma heterophyllum"
"Lithophragma maximum","Lithophragma maximum"
"Lithophragma parviflorum var. parviflorum","Lithophragma parviflorum"
"Lithophragma tenellum","Lithophragma tenellum"
"Lithophragma parviflorum var. trifoliatum","Lithophragma trifoliatum"
"Lithospermum californicum","Lithospermum californicum"
"Lithospermum calycosum","Lithospermum calycosum"
"Lithospermum canescens","Lithospermum canescens"
"Lithospermum caroliniense","Lithospermum caroliniense"
"Lithospermum caroliniense var. caroliniense","Lithospermum caroliniense var. caroliniense"
"Lithospermum caroliniense ssp. croceum","Lithospermum caroliniense var. croceum"
"Lithospermum croceum","Lithospermum caroliniense var. croceum"
"Lithospermum cobrense","Lithospermum cobrense"
"Lithospermum confine","Lithospermum confine"
"Onosmodium decipiens","Lithospermum decipiens"
"Lithospermum incisum","Lithospermum incisum"
"Lithospermum latifolium","Lithospermum latifolium"
"Lithospermum matamorense","Lithospermum matamorense"
"Lithospermum mirabile","Lithospermum mirabile"
"Lithospermum multiflorum","Lithospermum multiflorum"
"Lithospermum obtusifolium","Lithospermum obtusifolium"
"Lithospermum officinale","Lithospermum officinale"
"Lithospermum parksii","Lithospermum parksii"
"Lithospermum parksii var. parksii","Lithospermum parksii var. parksii"
"Lithospermum parksii var. rugulosum","Lithospermum parksii var. rugulosum"
"Lithospermum ruderale","Lithospermum ruderale"
"Lithospermum tuberosum","Lithospermum tuberosum"
"Lithospermum viride","Lithospermum viride"
"Lithrea molleoides","Lithrea molleoides"
"Laurus aestivalis","Litsea aestivalis"
"Malapoenna geniculata","Litsea aestivalis"
"Littorella americana","Littorella uniflora"
"Littorella uniflora var. americana","Littorella uniflora"
"Lobelia amoena","Lobelia amoena"
"Lobelia amoena var. amoena","Lobelia amoena var. amoena"
"Lobelia georgiana","Lobelia amoena var. glandulifera"
"Lobelia anatina","Lobelia anatina"
"Lobelia apalachicolensis","Lobelia apalachicolensis"
"Lobelia appendiculata","Lobelia appendiculata"
"Lobelia appendiculata var. appendiculata","Lobelia appendiculata var. appendiculata"
"Lobelia gattingeri","Lobelia appendiculata var. gattingeri"
"Lobelia sp. 1","Lobelia batsonii"
"Lobelia berlandieri","Lobelia berlandieri"
"Lobelia berlandieri var. berlandieri","Lobelia berlandieri var. berlandieri"
"Lobelia berlandieri var. brachypoda","Lobelia berlandieri var. brachypoda"
"Lobelia boykinii","Lobelia boykinii"
"Lobelia brevifolia","Lobelia brevifolia"
"Lobelia canbyi","Lobelia canbyi"
"Lobelia cardinalis","Lobelia cardinalis"
"Lobelia chinensis","Lobelia chinensis"
"Lobelia dortmanna","Lobelia dortmanna"
"Lobelia dunbariae","Lobelia dunbariae"
"Lobelia dunbariae ssp. dunbariae","Lobelia dunbariae ssp. dunbariae"
"Lobelia dunbariae ssp. paniculata","Lobelia dunbariae ssp. paniculata"
"Lobelia dunnii","Lobelia dunnii"
"Lobelia dunnii var. dunnii","Lobelia dunnii var. dunnii"
"Lobelia dunnii var. serrata","Lobelia dunnii var. serrata"
"Lobelia elongata","Lobelia elongata"
"Lobelia erinus","Lobelia erinus"
"Lobelia feayana","Lobelia feayana"
"Lobelia fenestralis","Lobelia fenestralis"
"Lobelia flaccidifolia","Lobelia flaccidifolia"
"Lobelia floridana","Lobelia floridana"
"Lobelia gaudichaudii","Lobelia gaudichaudii"
"Lobelia gaudichaudii ssp. gaudichaudii","Lobelia gaudichaudii ssp. gaudichaudii"
"Lobelia koolauensis","Lobelia gaudichaudii ssp. koolauensis"
"Lobelia glandulosa","Lobelia glandulosa"
"Lobelia gloria-montis","Lobelia gloria-montis"
"Lobelia grayana","Lobelia grayana"
"Lobelia hillebrandii","Lobelia hillebrandii"
"Lobelia homophylla","Lobelia homophylla"
"Lobelia hypoleuca","Lobelia hypoleuca"
"Lobelia inflata","Lobelia inflata"
"Lobelia kalmii","Lobelia kalmii"
"Lobelia kauaensis","Lobelia kauaensis"
"Lobelia laxiflora","Lobelia laxiflora"
"Lobelia laxiflora var. angustifolia","Lobelia laxiflora var. angustifolia"
"Lobelia monostachya","Lobelia monostachya"
"Lobelia niihauensis","Lobelia niihauensis"
"Lobelia nuttallii","Lobelia nuttallii"
"Lobelia oahuensis","Lobelia oahuensis"
"Lobelia paludosa","Lobelia paludosa"
"Lobelia puberula","Lobelia puberula"
"Lobelia puberula var. mineolana","Lobelia puberula var. mineolana"
"Lobelia reverchonii","Lobelia puberula var. pauciflora"
"Lobelia puberula var. puberula","Lobelia puberula var. puberula"
"Lobelia puberula var. simulans","Lobelia puberula var. simulans"
"Lobelia remyi","Lobelia remyi"
"Lobelia x rogersii","Lobelia rogersii"
"Lobelia siphilitica","Lobelia siphilitica"
"Lobelia siphilitica var. ludoviciana","Lobelia siphilitica var. ludoviciana"
"Lobelia siphilitica var. siphilitica","Lobelia siphilitica var. siphilitica"
"Lobelia spicata","Lobelia spicata"
"Lobelia spicata var. campanulata","Lobelia spicata var. campanulata"
"Lobelia spicata var. hirtella","Lobelia spicata var. hirtella"
"Lobelia spicata var. leptostachya","Lobelia spicata var. leptostachys"
"Lobelia spicata var. scaposa","Lobelia spicata var. scaposa"
"Lobelia spicata var. spicata","Lobelia spicata var. spicata"
"Lobelia villosa","Lobelia villosa"
"Lobelia x speciosa","Lobelia x speciosa"
"Lobelia x speciosa var. schneckii","Lobelia x speciosa var. schneckii"
"Lobelia x speciosa var. speciosa","Lobelia x speciosa var. speciosa"
"Lobelia yuccoides","Lobelia yuccoides"
"Lobularia maritima","Lobularia maritima"
"Loeflingia pusilla","Loeflingia squarrosa"
"Loeflingia squarrosa var. artemisiarum","Loeflingia squarrosa ssp. artemisiarum"
"Loeflingia squarrosa ssp. cactorum","Loeflingia squarrosa ssp. cactorum"
"Loeflingia squarrosa var. squarrosa","Loeflingia squarrosa ssp. squarrosa"
"Loeflingia squarrosa var. texana","Loeflingia squarrosa ssp. squarrosa"
"Loeflingia texana","Loeflingia squarrosa ssp. squarrosa"
"Loeselia glandulosa","Loeselia glandulosa"
"Loeselia scariosa","Loeselia greggii"
"Loeseliastrum franciscanum","Loeseliastrum franciscanum"
"Loeseliastrum matthewsii","Loeseliastrum matthewsii"
"Langloisia schottii","Loeseliastrum schottii"
"Filago arvensis","Logfia arvensis"
"Logfia gallica","Logfia gallica"
"Filago minima","Logfia minima"
"Lomatium ambiguum","Lomatium ambiguum"
"Lomatium andrusianum","Lomatium andrusianum"
"Lomatium triternatum ssp. triternatum var. anomalum","Lomatium anomalum"
"Lomatium triternatum var. anomalum","Lomatium anomalum"
"Lomatium attenuatum","Lomatium attenuatum"
"Lomatium plummerae var. sonnei","Lomatium austiniae"
"Lomatium bentonitum","Lomatium bentonitum"
"Lomatium bicolor var. bicolor","Lomatium bicolor"
"Lomatium bradshawii","Lomatium bradshawii"
"Lomatium brandegeei","Lomatium brandegeei"
"Lomatium triternatum var. brevifolium","Lomatium brevifolium"
"Lomatium brunsfeldianum","Lomatium brunsfeldianum"
"Lomatium californicum","Lomatium californicum"
"Lomatium canbyi","Lomatium canbyi"
"Lomatium caruifolium","Lomatium caruifolium"
"Lomatium caruifolium var. caruifolium","Lomatium caruifolium var. caruifolium"
"Lomatium caruifolium var. denticulatum","Lomatium caruifolium var. denticulatum"
"Lomatium ciliolatum","Lomatium ciliolatum"
"Lomatium columbianum","Lomatium columbianum"
"Lomatium congdonii","Lomatium congdonii"
"Lomatium cookii","Lomatium cookii"
"Lomatium cous","Lomatium cous"
"Lomatium cusickii","Lomatium cusickii"
"Lomatium cuspidatum","Lomatium cuspidatum"
"Lomatium dasycarpum","Lomatium dasycarpum"
"Lomatium dasycarpum ssp. dasycarpum","Lomatium dasycarpum ssp. dasycarpum"
"Lomatium dasycarpum ssp. tomentosum","Lomatium dasycarpum ssp. tomentosum"
"Lomatium grayi var. depauperatum","Lomatium depauperatum"
"Leptotaenia dissecta","Lomatium dissectum"
"Lomatium dissectum var. dissectum","Lomatium dissectum"
"Lomatium donnellii","Lomatium donnellii"
"Aletes eastwoodiae","Lomatium eastwoodiae"
"Lomatium engelmannii","Lomatium engelmannii"
"Lomatium erythrocarpum","Lomatium erythrocarpum"
"Lomatium farinosum","Lomatium farinosum"
"Lomatium basalticum","Lomatium filicinum"
"Lomatium foeniculaceum","Lomatium foeniculaceum"
"Lomatium foeniculaceum ssp. daucifolium","Lomatium foeniculaceum ssp. daucifolium"
"Lomatium foeniculaceum var. fimbriatum","Lomatium foeniculaceum ssp. fimbriatum"
"Lomatium foeniculaceum var. foeniculaceum","Lomatium foeniculaceum ssp. foeniculaceum"
"Lomatium foeniculaceum ssp. inyoense","Lomatium foeniculaceum ssp. inyoense"
"Lomatium foeniculaceum var. macdougalii","Lomatium foeniculaceum ssp. macdougalii"
"Lomatium macdougalii","Lomatium foeniculaceum ssp. macdougalii"
"Orogenia fusiformis","Lomatium fusiformis"
"Lomatium geyeri","Lomatium geyeri"
"Lomatium gormanii","Lomatium gormanii"
"Lomatium kingii","Lomatium graveolens"
"Lomatium kingii var. alpinum","Lomatium graveolens var. alpinum"
"Lomatium graveolens var. clarkii","Lomatium graveolens var. clarkii"
"Lomatium graveolens var. graveolens","Lomatium graveolens var. graveolens"
"Lomatium grayi","Lomatium grayi"
"Lomatium greenmanii","Lomatium greenmanii"
"Lomatium nelsonianum","Lomatium hallii"
"Lomatium hendersonii","Lomatium hendersonii"
"Lomatium hooveri","Lomatium hooveri"
"Lomatium howellii","Lomatium howellii"
"Lomatium idahoense","Lomatium idahoense"
"Lomatium insulare","Lomatium insulare"
"Lomatium junceum","Lomatium junceum"
"Lomatium juniperinum","Lomatium juniperinum"
"Lomatium klickitatense","Lomatium klickitatense"
"Lomatium knokei","Lomatium knokei"
"Lomatium kogholiini","Lomatium kogholiini"
"Lomatium laevigatum","Lomatium laevigatum"
"Aletes latilobus","Lomatium latilobum"
"Lomatium bicolor var. leptocarpum","Lomatium leptocarpum"
"Orogenia linearifolia","Lomatium linearifolium"
"Tauschia hooveri","Lomatium lithosolamans"
"Lomatium lucidum","Lomatium lucidum"
"Lomatium macrocarpum","Lomatium macrocarpum"
"Lomatium marginatum","Lomatium marginatum"
"Lomatium marginatum var. marginatum","Lomatium marginatum var. marginatum"
"Lomatium marginatum var. purpureum","Lomatium marginatum var. purpureum"
"Lomatium martindalei","Lomatium martindalei"
"Lomatium minimum","Lomatium minimum"
"Lomatium minus","Lomatium minus"
"Lomatium mohavense","Lomatium mohavense"
"Leptotaenia multifida","Lomatium multifidum"
"Lomatium dissectum var. multifidum","Lomatium multifidum"
"Lomatium nevadense","Lomatium nevadense"
"Lomatium nevadense var. nevadense","Lomatium nevadense var. nevadense"
"Lomatium nevadense var. parishii","Lomatium nevadense var. parishii"
"Lomatium nudicaule","Lomatium nudicaule"
"Aletes nuttallii","Lomatium nuttallii"
"Lomatium observatorium","Lomatium observatorium"
"Lomatium ochocense","Lomatium ochocense"
"Lomatium oreganum","Lomatium oreganum"
"Lomatium orientale","Lomatium orientale"
"Lomatium packardiae","Lomatium packardiae"
"Lomatium papilioniferum","Lomatium papilioniferum"
"Lomatium parryi","Lomatium parryi"
"Lomatium parvifolium","Lomatium parvifolium"
